wrapperType,kind,artistId,collectionId,trackId,artistName,collectionName,trackName,collectionCensoredName,trackCensoredName,artistViewUrl,collectionViewUrl,trackViewUrl,previewUrl,artworkUrl30,artworkUrl60,artworkUrl100,collectionPrice,trackPrice,releaseDate,collectionExplicitness,trackExplicitness,discCount,discNumber,trackCount,trackNumber,trackTimeMillis,country,currency,primaryGenreName,isStreamable,collectionArtistId,collectionArtistName,contentAdvisoryRating,collectionArtistViewUrl
track,song,382876655,1595927679,1595927699,Walker Hayes,Country Stuff The Album,AA,Country Stuff The Album,AA,https://music.apple.com/us/artist/walker-hayes/382876655?uo=4,https://music.apple.com/us/album/aa/1595927679?i=1595927699&uo=4,https://music.apple.com/us/album/aa/1595927679?i=1595927699&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/0c/4a/28/0c4a2815-f08e-f50f-7aa5-2c448b25df0e/mzaf_4170189522170226288.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/7d/66/4c/7d664ceb-ae82-0645-4996-daf2f543e7b3/886449714209.jpg/30x30bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/7d/66/4c/7d664ceb-ae82-0645-4996-daf2f543e7b3/886449714209.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/7d/66/4c/7d664ceb-ae82-0645-4996-daf2f543e7b3/886449714209.jpg/100x100bb.jpg,9.99,1.29,2021-11-19T08:00:00Z,notExplicit,notExplicit,1,1,13,2,189560,USA,USD,Country,True,,,,
track,song,301655537,1706571915,1706572276,"Roach Killa, Arif Lohar & Deep Jandu",Aa - Single,Aa,Aa - Single,Aa,https://music.apple.com/us/artist/roach-killa/301655537?uo=4,https://music.apple.com/us/album/aa/1706571915?i=1706572276&uo=4,https://music.apple.com/us/album/aa/1706571915?i=1706572276&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/cf/d2/ff/cfd2ff3e-5830-5ca8-8a14-ab12f3448198/mzaf_12931783434377720349.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/24/67/ae/2467ae95-16c3-71cb-9eb1-5016d9e71ec6/795152930670_cover.jpg/30x30bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/24/67/ae/2467ae95-16c3-71cb-9eb1-5016d9e71ec6/795152930670_cover.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/24/67/ae/2467ae95-16c3-71cb-9eb1-5016d9e71ec6/795152930670_cover.jpg/100x100bb.jpg,1.29,1.29,2023-12-14T12:00:00Z,notExplicit,notExplicit,1,1,1,1,190393,USA,USD,Worldbeat,True,,,,
track,song,262836961,1544494115,1544494392,Adele,25,Hello,25,Hello,https://music.apple.com/us/artist/adele/262836961?uo=4,https://music.apple.com/us/album/hello/1544494115?i=1544494392&uo=4,https://music.apple.com/us/album/hello/1544494115?i=1544494392&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/93/22/22/93222271-8d55-d923-e0ff-b2964a5abefe/mzaf_3513742103157153222.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/08/8c/24/088c2405-2e33-801b-5c38-e967f2c01e69/191404113974.png/30x30bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/08/8c/24/088c2405-2e33-801b-5c38-e967f2c01e69/191404113974.png/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/08/8c/24/088c2405-2e33-801b-5c38-e967f2c01e69/191404113974.png/100x100bb.jpg,10.99,1.29,2015-10-23T07:00:00Z,notExplicit,notExplicit,1,1,11,1,295502,USA,USD,Pop,True,,,,
track,song,262836961,1590035691,1590036021,Adele,30,Easy On Me,30,Easy On Me,https://music.apple.com/us/artist/adele/262836961?uo=4,https://music.apple.com/us/album/easy-on-me/1590035691?i=1590036021&uo=4,https://music.apple.com/us/album/easy-on-me/1590035691?i=1590036021&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/75/28/56/75285676-dbce-d91d-7b36-070084a3546b/mzaf_5286200244455841527.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/73/6d/7c/736d7cfb-c79d-c9a9-4170-5e71d008dea1/886449666430.jpg/30x30bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/73/6d/7c/736d7cfb-c79d-c9a9-4170-5e71d008dea1/886449666430.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/73/6d/7c/736d7cfb-c79d-c9a9-4170-5e71d008dea1/886449666430.jpg/100x100bb.jpg,10.99,1.29,2021-10-14T07:00:00Z,notExplicit,notExplicit,1,1,12,2,224695,USA,USD,Pop,True,,,,
track,song,526199085,1067924003,1067924291,Baauer,Aa,Aa,Aa,Aa,https://music.apple.com/us/artist/baauer/526199085?uo=4,https://music.apple.com/us/album/aa/1067924003?i=1067924291&uo=4,https://music.apple.com/us/album/aa/1067924003?i=1067924291&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/8f/2b/1e/8f2b1ed3-8873-55b0-9c6c-af21a0e5818b/mzaf_11222888484211938711.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music69/v4/4a/ae/21/4aae21b5-7037-2e96-1565-e29159cd342a/dj.auujolgp.jpg/30x30bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music69/v4/4a/ae/21/4aae21b5-7037-2e96-1565-e29159cd342a/dj.auujolgp.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music69/v4/4a/ae/21/4aae21b5-7037-2e96-1565-e29159cd342a/dj.auujolgp.jpg/100x100bb.jpg,9.99,1.29,2016-03-18T07:00:00Z,notExplicit,notExplicit,1,1,13,13,75987,USA,USD,Electronic,True,,,,
track,song,7274556,275113541,275113570,Mad Cobra,Black Shadow Records Presents: Bad Dog,AA,Black Shadow Records Presents: Bad Dog,AA,https://music.apple.com/us/artist/mad-cobra/7274556?uo=4,https://music.apple.com/us/album/aa/275113541?i=275113570&uo=4,https://music.apple.com/us/album/aa/275113541?i=275113570&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/2c/0f/a3/2c0fa395-cf04-5990-61b2-f02f84525685/mzaf_14399736700491963012.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music/e1/2a/5d/mzi.ndmozqdz.tif/30x30bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music/e1/2a/5d/mzi.ndmozqdz.tif/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music/e1/2a/5d/mzi.ndmozqdz.tif/100x100bb.jpg,9.99,0.99,2008-02-19T12:00:00Z,notExplicit,notExplicit,1,1,18,6,135743,USA,USD,Reggae,True,36270.0,Various Artists,,
track,song,479756766,1363309866,1363310482,The Weeknd,"My Dear Melancholy,",Call Out My Name,"My Dear Melancholy,",Call Out My Name,https://music.apple.com/us/artist/the-weeknd/479756766?uo=4,https://music.apple.com/us/album/call-out-my-name/1363309866?i=1363310482&uo=4,https://music.apple.com/us/album/call-out-my-name/1363309866?i=1363310482&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/97/64/46/97644689-c216-a0f6-e0b8-fb28e4c29386/mzaf_13065292673725241118.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/2a/aa/b4/2aaab42a-a4cb-a600-4a25-d78961495960/18UMGIM17204.rgb.jpg/30x30bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/2a/aa/b4/2aaab42a-a4cb-a600-4a25-d78961495960/18UMGIM17204.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/2a/aa/b4/2aaab42a-a4cb-a600-4a25-d78961495960/18UMGIM17204.rgb.jpg/100x100bb.jpg,5.99,1.29,2018-03-30T12:00:00Z,explicit,notExplicit,1,1,6,1,228382,USA,USD,R&B/Soul,True,,,,
track,song,193167653,1473148903,1473148905,"Tainy, Anuel AA & Ozuna",Adicto - Single,Adicto,Adicto - Single,Adicto,https://music.apple.com/us/artist/tainy/193167653?uo=4,https://music.apple.com/us/album/adicto/1473148903?i=1473148905&uo=4,https://music.apple.com/us/album/adicto/1473148903?i=1473148905&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/ce/7c/cf/ce7ccfd5-ecd4-f3e8-7c7e-1b2ddaaae54b/mzaf_10833100502570845989.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music112/v4/bc/86/c3/bc86c389-d022-cd6e-d8d9-96981621e507/19UMGIM60949.rgb.jpg/30x30bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music112/v4/bc/86/c3/bc86c389-d022-cd6e-d8d9-96981621e507/19UMGIM60949.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music112/v4/bc/86/c3/bc86c389-d022-cd6e-d8d9-96981621e507/19UMGIM60949.rgb.jpg/100x100bb.jpg,1.29,1.29,2018-01-01T12:00:00Z,notExplicit,notExplicit,1,1,1,1,270741,USA,USD,Latin,True,,,,
track,song,479756766,1488408555,1488408568,The Weeknd,Blinding Lights - Single,Blinding Lights,Blinding Lights - Single,Blinding Lights,https://music.apple.com/us/artist/the-weeknd/479756766?uo=4,https://music.apple.com/us/album/blinding-lights/1488408555?i=1488408568&uo=4,https://music.apple.com/us/album/blinding-lights/1488408555?i=1488408568&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/d6/87/41/d687410c-4714-af1d-e055-3296d4777226/mzaf_16921438337215363475.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/a6/6e/bf/a66ebf79-5008-8948-b352-a790fc87446b/19UM1IM04638.rgb.jpg/30x30bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/a6/6e/bf/a66ebf79-5008-8948-b352-a790fc87446b/19UM1IM04638.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/a6/6e/bf/a66ebf79-5008-8948-b352-a790fc87446b/19UM1IM04638.rgb.jpg/100x100bb.jpg,,,2019-11-29T12:00:00Z,notExplicit,notExplicit,1,1,1,1,201570,USA,USD,R&B/Soul,True,,,,
track,song,479756766,1440871397,1440872304,The Weeknd,Starboy,Die For You,Starboy,Die For You,https://music.apple.com/us/artist/the-weeknd/479756766?uo=4,https://music.apple.com/us/album/die-for-you/1440871397?i=1440872304&uo=4,https://music.apple.com/us/album/die-for-you/1440871397?i=1440872304&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/02/24/b2/0224b209-df06-fd41-b0a4-568c155a1d5f/mzaf_4602401127946019832.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/e2/61/f8/e261f8c1-73db-9a7a-c89e-1068f19970e0/16UMGIM67863.rgb.jpg/30x30bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/e2/61/f8/e261f8c1-73db-9a7a-c89e-1068f19970e0/16UMGIM67863.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/e2/61/f8/e261f8c1-73db-9a7a-c89e-1068f19970e0/16UMGIM67863.rgb.jpg/100x100bb.jpg,9.99,1.29,2016-11-25T12:00:00Z,explicit,notExplicit,1,1,18,17,260256,USA,USD,R&B/Soul,True,,,,
track,song,1131535929,1851948518,1851948530,Paledusk,PALEDUSK,AFTER DUSK feat. AB,PALEDUSK,AFTER DUSK feat. AB,https://music.apple.com/us/artist/paledusk/1131535929?uo=4,https://music.apple.com/us/album/after-dusk-feat-ab/1851948518?i=1851948530&uo=4,https://music.apple.com/us/album/after-dusk-feat-ab/1851948518?i=1851948530&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/09/d2/8a/09d28a0f-aa9b-86fe-0976-fec16d41c59a/mzaf_4625707332400488632.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/25/4c/fe/254cfef0-2d9a-5774-a5bf-1a9aab46a4b4/ANTCD-A0000018516.jpg/30x30bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/25/4c/fe/254cfef0-2d9a-5774-a5bf-1a9aab46a4b4/ANTCD-A0000018516.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/25/4c/fe/254cfef0-2d9a-5774-a5bf-1a9aab46a4b4/ANTCD-A0000018516.jpg/100x100bb.jpg,13.99,1.29,2025-11-26T12:00:00Z,explicit,notExplicit,1,1,12,10,255379,USA,USD,Rock,True,,,,
track,song,290088133,1623249763,1623249778,Cool Sounds,Like That,AB,Like That,AB,https://music.apple.com/us/artist/cool-sounds/290088133?uo=4,https://music.apple.com/us/album/ab/1623249763?i=1623249778&uo=4,https://music.apple.com/us/album/ab/1623249763?i=1623249778&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/d2/77/ea/d277ea68-f44c-db3e-0d42-850de4986982/mzaf_6465603064020546580.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/25/dc/f225dcc1-bdf8-dea2-a2b2-693ed66f4a91/33523.jpg/30x30bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/25/dc/f225dcc1-bdf8-dea2-a2b2-693ed66f4a91/33523.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/25/dc/f225dcc1-bdf8-dea2-a2b2-693ed66f4a91/33523.jpg/100x100bb.jpg,9.99,1.29,2022-10-07T12:00:00Z,notExplicit,notExplicit,1,1,9,4,167007,USA,USD,Rock,True,,,,
track,song,198431322,1500825214,1500825282,Jhené Aiko,Chilombo,One Way St. (feat. Ab-Soul),Chilombo,One Way St. (feat. Ab-Soul),https://music.apple.com/us/artist/jhen%C3%A9-aiko/198431322?uo=4,https://music.apple.com/us/album/one-way-st-feat-ab-soul/1500825214?i=1500825282&uo=4,https://music.apple.com/us/album/one-way-st-feat-ab-soul/1500825214?i=1500825282&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/f3/dc/d2/f3dcd26e-be4a-955a-083d-9b68ebf343c8/mzaf_7459379652369504453.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/b7/93/9f/b7939f4e-da7b-e997-e603-8d4ddcf847bb/20UMGIM09141.rgb.jpg/30x30bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/b7/93/9f/b7939f4e-da7b-e997-e603-8d4ddcf847bb/20UMGIM09141.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/b7/93/9f/b7939f4e-da7b-e997-e603-8d4ddcf847bb/20UMGIM09141.rgb.jpg/100x100bb.jpg,11.99,1.29,2020-03-06T12:00:00Z,explicit,cleaned,1,1,20,8,174333,USA,USD,R&B/Soul,True,,,Clean,
track,song,961276719,1440800001,1440800010,Joep Beving,Prehension,Ab Ovo,Prehension,Ab Ovo,https://music.apple.com/us/artist/joep-beving/961276719?uo=4,https://music.apple.com/us/album/ab-ovo/1440800001?i=1440800010&uo=4,https://music.apple.com/us/album/ab-ovo/1440800001?i=1440800010&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/9d/2f/c8/9d2fc89e-3505-b778-f902-44ff7f501f31/mzaf_8729704576278633475.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/29/4a/17/294a1785-b265-f44f-f9c9-f1fd72376732/00028947971566.rgb.jpg/30x30bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/29/4a/17/294a1785-b265-f44f-f9c9-f1fd72376732/00028947971566.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/29/4a/17/294a1785-b265-f44f-f9c9-f1fd72376732/00028947971566.rgb.jpg/100x100bb.jpg,11.99,1.29,2017-02-17T12:00:00Z,notExplicit,notExplicit,1,1,15,1,288280,USA,USD,Classical,True,,,,
track,song,960112019,1107254993,1107255000,KALEO,A / B,All the Pretty Girls,A / B,All the Pretty Girls,https://music.apple.com/us/artist/kaleo/960112019?uo=4,https://music.apple.com/us/album/all-the-pretty-girls/1107254993?i=1107255000&uo=4,https://music.apple.com/us/album/all-the-pretty-girls/1107254993?i=1107255000&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/07/ac/ab/07acab2e-ff02-8463-d184-8dd9680324e7/mzaf_17784728119414268899.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/74/fb/5e/74fb5e22-3a1b-4468-dc14-e097dc635e44/075679911506.jpg/30x30bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/74/fb/5e/74fb5e22-3a1b-4468-dc14-e097dc635e44/075679911506.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/74/fb/5e/74fb5e22-3a1b-4468-dc14-e097dc635e44/075679911506.jpg/100x100bb.jpg,10.99,1.29,2016-06-10T12:00:00Z,notExplicit,notExplicit,1,1,9,6,269893,USA,USD,Alternative,True,,,,
track,song,960112019,1107254993,1107254996,KALEO,A / B,Way Down We Go,A / B,Way Down We Go,https://music.apple.com/us/artist/kaleo/960112019?uo=4,https://music.apple.com/us/album/way-down-we-go/1107254993?i=1107254996&uo=4,https://music.apple.com/us/album/way-down-we-go/1107254993?i=1107254996&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/14/01/21/1401211a-1d70-9cd8-0407-e15b7be3a0b8/mzaf_18301166428327379751.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/74/fb/5e/74fb5e22-3a1b-4468-dc14-e097dc635e44/075679911506.jpg/30x30bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/74/fb/5e/74fb5e22-3a1b-4468-dc14-e097dc635e44/075679911506.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/74/fb/5e/74fb5e22-3a1b-4468-dc14-e097dc635e44/075679911506.jpg/100x100bb.jpg,10.99,1.29,2015-08-15T07:00:00Z,notExplicit,notExplicit,1,1,9,2,219560,USA,USD,Alternative,True,,,,
track,song,1300818661,1686653508,1686653513,Sam Gendel,AUDIOBOOK,AB,AUDIOBOOK,AB,https://music.apple.com/us/artist/sam-gendel/1300818661?uo=4,https://music.apple.com/us/album/ab/1686653508?i=1686653513&uo=4,https://music.apple.com/us/album/ab/1686653508?i=1686653513&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/5d/ec/d3/5decd316-e2a4-4a1a-bdb9-757e18739475/mzaf_3635153745883575071.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/c3/0a/b9/c30ab9e8-9f70-93b2-f1ce-6629a06b6771/39322.jpg/30x30bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/c3/0a/b9/c30ab9e8-9f70-93b2-f1ce-6629a06b6771/39322.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/c3/0a/b9/c30ab9e8-9f70-93b2-f1ce-6629a06b6771/39322.jpg/100x100bb.jpg,10.99,1.29,2023-10-06T12:00:00Z,notExplicit,notExplicit,1,1,13,1,104225,USA,USD,Electronic,True,,,,
track,song,1483276852,1817556296,1817556297,Big Moochie Grape,EAT OR GET ATE 2 (Deluxe),AB,EAT OR GET ATE 2 (Deluxe),AB,https://music.apple.com/us/artist/big-moochie-grape/1483276852?uo=4,https://music.apple.com/us/album/ab/1817556296?i=1817556297&uo=4,https://music.apple.com/us/album/ab/1817556296?i=1817556297&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/11/35/88/1135880f-3046-776c-d26d-d65ad94523d9/mzaf_18050088774301677310.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/37/9e/09/379e092d-06d5-6262-bb3e-efbf726e7475/199316114683_cover.jpg/30x30bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/37/9e/09/379e092d-06d5-6262-bb3e-efbf726e7475/199316114683_cover.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/37/9e/09/379e092d-06d5-6262-bb3e-efbf726e7475/199316114683_cover.jpg/100x100bb.jpg,7.99,1.29,2024-10-31T12:00:00Z,cleaned,cleaned,1,1,20,1,136936,USA,USD,Hip-Hop/Rap,True,,,Clean,
track,song,1292404936,1587196120,1587196122,ARTHUR,Challenger - Single,Ab,Challenger - Single,Ab,https://music.apple.com/us/artist/arthur/1292404936?uo=4,https://music.apple.com/us/album/ab/1587196120?i=1587196122&uo=4,https://music.apple.com/us/album/ab/1587196120?i=1587196122&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/30/a9/f9/30a9f926-fcf6-7a0f-4c91-f13619ea61ee/mzaf_10950473241532684502.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/7f/6b/8d/7f6b8d43-1c6f-ed72-ba4d-11bb4b8bf71f/5060263726692.jpg/30x30bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/7f/6b/8d/7f6b8d43-1c6f-ed72-ba4d-11bb4b8bf71f/5060263726692.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/7f/6b/8d/7f6b8d43-1c6f-ed72-ba4d-11bb4b8bf71f/5060263726692.jpg/100x100bb.jpg,2.99,1.29,2017-08-18T12:00:00Z,notExplicit,notExplicit,1,1,3,2,110419,USA,USD,Pop,True,,,,
track,song,165192963,598540263,598540267,The View,Cheeky for a Reason (Deluxe Edition),AB (We Need Treatment),Cheeky for a Reason (Deluxe Edition),AB (We Need Treatment),https://music.apple.com/us/artist/the-view/165192963?uo=4,https://music.apple.com/us/album/ab-we-need-treatment/598540263?i=598540267&uo=4,https://music.apple.com/us/album/ab-we-need-treatment/598540263?i=598540267&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/ae/9f/78/ae9f786c-2a70-6b70-c0d7-d2c4a2de3536/mzaf_2379270346398775395.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music/v4/b3/31/ea/b331ea9c-30a3-a3ae-e0ff-4745174cc5aa/cover.jpg/30x30bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music/v4/b3/31/ea/b331ea9c-30a3-a3ae-e0ff-4745174cc5aa/cover.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music/v4/b3/31/ea/b331ea9c-30a3-a3ae-e0ff-4745174cc5aa/cover.jpg/100x100bb.jpg,11.99,1.29,2012-07-04T12:00:00Z,notExplicit,notExplicit,1,1,15,2,188120,USA,USD,Rock,True,,,,
track,song,1436413980,1747842758,1747842759,Zach Bryan,Pink Skies - Single,Pink Skies,Pink Skies - Single,Pink Skies,https://music.apple.com/us/artist/zach-bryan/1436413980?uo=4,https://music.apple.com/us/album/pink-skies/1747842758?i=1747842759&uo=4,https://music.apple.com/us/album/pink-skies/1747842758?i=1747842759&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/9b/66/e5/9b66e52f-d8b6-1bd4-99fa-1e4a2466f2a0/mzaf_4589816097369270712.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/a3/25/58/a3255839-0068-40f0-9985-7603f061c30f/054391263575.jpg/30x30bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/a3/25/58/a3255839-0068-40f0-9985-7603f061c30f/054391263575.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/a3/25/58/a3255839-0068-40f0-9985-7603f061c30f/054391263575.jpg/100x100bb.jpg,1.29,1.29,2024-05-24T07:00:00Z,notExplicit,notExplicit,1,1,1,1,194920,USA,USD,Country,True,,,,
track,song,1436413980,1703216858,1703217516,Zach Bryan,Zach Bryan,I Remember Everything (feat. Kacey Musgraves),Zach Bryan,I Remember Everything (feat. Kacey Musgraves),https://music.apple.com/us/artist/zach-bryan/1436413980?uo=4,https://music.apple.com/us/album/i-remember-everything-feat-kacey-musgraves/1703216858?i=1703217516&uo=4,https://music.apple.com/us/album/i-remember-everything-feat-kacey-musgraves/1703216858?i=1703217516&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/c9/65/00/c9650004-f49a-46be-9a3f-20af5670ea0b/mzaf_9027985509408892133.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/ce/36/7f/ce367f3d-2a4f-46ee-1434-e3fbb52f1fc8/093624849797.jpg/30x30bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/ce/36/7f/ce367f3d-2a4f-46ee-1434-e3fbb52f1fc8/093624849797.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/ce/36/7f/ce367f3d-2a4f-46ee-1434-e3fbb52f1fc8/093624849797.jpg/100x100bb.jpg,11.99,1.29,2023-01-27T12:00:00Z,explicit,notExplicit,1,1,16,11,227196,USA,USD,Country,True,,,,
track,song,1462541757,1691699589,1691699836,Teddy Swims,I've Tried Everything But Therapy (Part 1),Lose Control,I've Tried Everything But Therapy (Part 1),Lose Control,https://music.apple.com/us/artist/teddy-swims/1462541757?uo=4,https://music.apple.com/us/album/lose-control/1691699589?i=1691699836&uo=4,https://music.apple.com/us/album/lose-control/1691699589?i=1691699836&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/1a/4d/cc/1a4dccfd-ab4a-35ac-6477-45e33074f303/mzaf_17951172482135259186.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/36/19/66/36196640-1561-dc5e-c6bc-1e5f4befa583/093624856771.jpg/30x30bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/36/19/66/36196640-1561-dc5e-c6bc-1e5f4befa583/093624856771.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/36/19/66/36196640-1561-dc5e-c6bc-1e5f4befa583/093624856771.jpg/100x100bb.jpg,9.99,1.29,2023-06-23T12:00:00Z,explicit,notExplicit,1,1,10,2,210689,USA,USD,Pop,True,,,,
